id,japanese,hiragana,kanji_references,romaji,english,category,jlpt_level,example_japanese,example_english,notes,part_of_speech,part_of_speech_references,frequency,pitch_accent
voc1993,一緒,いっしょ,k0583,issho,together,abstract,N3,一緒に行きましょう。,Let's go together.,,noun,,very high,LHL
voc1994,同緒,どうしょ,k0583,dosho,same beginning; same thread,abstract,N3,同緒に出発した。,We departed at the same time.,,noun,,low,LHL
voc1995,端緒,たんしょ,k0583,tansho,beginning; clue,abstract,N3,解決の端緒を見つけた。,I found a clue to the solution.,,noun,,low,LHL
voc1996,暮れる,くれる,k0584,kureru,to get dark; to come to an end,nature,N3,日が暮れてきた。,The day is getting dark.,,verb,,high,LHL
voc1997,夕暮れ,ゆうぐれ,k0584,yugure,dusk; twilight,nature,N3,夕暮れの景色が美しい。,The scenery at dusk is beautiful.,,noun,,high,LHHL
voc1998,暮らし,くらし,k0584,kurashi,living; livelihood,abstract,N3,豊かな暮らしを目指している。,I'm aiming for a rich life.,,noun,,very high,LHL
voc1999,到着,とうちゃく,k0585,tochaku,arrival,action,N3,目的地に到着した。,I arrived at my destination.,,noun,,very high,LHHL
voc2000,到来,とうらい,k0585,torai,arrival; coming,action,N3,春の到来を感じた。,I felt the arrival of spring.,,noun,,medium,LHL
voc2001,到底,とうてい,k0585,totei,by no means; no matter what,abstract,N3,到底間に合わない。,I can't possibly make it in time.,,adverb,,very high,LHL
voc2002,寝る,ねる,k0586,neru,to sleep; to lie down,action,N3,早く寝てください。,Please go to sleep early.,,verb,,very high,LH
voc2003,寝室,しんしつ,k0586,shinshitsu,bedroom,place,N3,寝室を片付けた。,I tidied up the bedroom.,,noun,,very high,LHHL
voc2004,昼寝,ひるね,k0586,hirune,nap,action,N3,昼寝をして元気が回復した。,I took a nap and recovered my energy.,,noun,,very high,LHL
voc2005,盗む,ぬすむ,k0587,nusumu,to steal,action,N3,財布を盗まれた。,My wallet was stolen.,,verb,,very high,LHL
voc2006,盗難,とうなん,k0587,tonan,theft; robbery,society,N3,車上盗難に遭った。,I was victimized by car theft.,,noun,,high,LHHL
voc2007,窃盗,せっとう,k0587,setto,theft; larceny,society,N3,窃盗罪で逮捕された。,He was arrested for theft.,,noun,,medium,LHHL
voc2008,吸う,すう,k0588,suu,to inhale; to suck,action,N3,たばこを吸わないようにしている。,I try not to smoke.,,verb,,very high,LH
voc2009,吸収,きゅうしゅう,k0588,kyushu,absorption; assimilation,action,N3,新しい知識を吸収した。,I absorbed new knowledge.,,noun,,very high,LHHL
voc2010,呼吸,こきゅう,k0588,kokyu,breathing; respiration,health,N3,深く呼吸してリラックスした。,I breathed deeply and relaxed.,,noun,,very high,LHL
voc2011,お御,おん,k0589,on,honorific prefix,abstract,N3,御礼申し上げます。,I express my sincere thanks.,,noun,,high,H
voc2012,御社,おんしゃ,k0589,onsha,your company (honorific),abstract,N3,御社のサービスに満足しています。,I am satisfied with your company's service.,,noun,,high,LHL
voc2013,御存知,ごぞんじ,k0589,gozonii,you know (honorific),abstract,N3,御存知の通りです。,As you know.,,expression,,medium,LHHHL
voc2014,忘れる,わすれる,k0590,wasureru,to forget,action,N3,鍵を忘れてしまった。,I forgot my key.,,verb,,very high,LHHL
voc2015,忘れ物,わすれもの,k0590,wasuremono,forgotten item; lost property,object,N3,電車に忘れ物をした。,I left something on the train.,,noun,,very high,LHHHL
voc2016,物忘れ,ものわすれ,k0590,monowasure,forgetfulness,abstract,N3,最近物忘れが多い。,I've been forgetting things a lot lately.,,noun,,high,LHHHL
voc2017,吹く,ふく,k0591,fuku,to blow,nature,N3,風が強く吹いている。,The wind is blowing strongly.,,verb,,very high,LH
voc2018,吹雪,ふぶき,k0591,fubuki,blizzard,nature,N3,吹雪で視界が悪い。,Visibility is poor due to the blizzard.,,noun,,high,LHL
voc2019,一吹き,ひとふき,k0591,hitofuki,one puff; one gust,nature,N3,一吹きで蝋燭が消えた。,The candle went out with one puff.,,noun,,low,LHHL
voc2020,娘,むすめ,k0592,musume,daughter; young woman,people,N3,娘が今年大学に入学した。,My daughter entered university this year.,,noun,,very high,LHHL
voc2021,お嬢さん,おじょうさん,k0592,ojosan,daughter; young lady (polite),people,N3,お嬢さんはどちらに？,Where is your daughter?,,noun,,high,LHHHHL
voc2022,娘婿,むすめむこ,k0592,musumemuko,son-in-law,people,N3,娘婿が来月結婚する。,My son-in-law is getting married next month.,,noun,,low,LHHHL
voc2023,誤り,あやまり,k0593,ayamari,error; mistake,abstract,N3,誤りを訂正した。,I corrected the error.,,noun,,very high,LHHL
voc2024,誤解,ごかい,k0593,gokai,misunderstanding,abstract,N3,誤解を解いた。,I cleared up the misunderstanding.,,noun,,very high,LHL
voc2025,誤字,ごじ,k0593,goji,misprint; wrong character,abstract,N3,文章に誤字があった。,There was a misprint in the text.,,noun,,medium,LH
voc2026,慣れる,なれる,k0594,nareru,to get used to; to become familiar,action,N3,新しい仕事に慣れた。,I got used to the new job.,,verb,,very high,LHL
voc2027,習慣,しゅうかん,k0594,shukan,habit; custom,abstract,N3,健康的な習慣を身につけた。,I developed healthy habits.,,noun,,very high,LHHL
voc2028,慣習,かんしゅう,k0594,kanshu,custom; convention,abstract,N3,地域の慣習に従った。,I followed the local customs.,,noun,,medium,LHHL
voc2029,窓,まど,k0595,mado,window,object,N3,窓を開けて換気した。,I opened the window to ventilate.,,noun,,very high,LH
voc2030,窓口,まどぐち,k0595,madoguchi,counter; window,place,N3,銀行の窓口で手続きした。,I completed the procedure at the bank counter.,,noun,,very high,LHHL
voc2031,車窓,しゃそう,k0595,shaso,train/car window,object,N3,車窓から富士山が見えた。,I could see Mt. Fuji from the train window.,,noun,,medium,LHL
voc2032,貧しい,まずしい,k0596,mazushii,poor; needy,description,N3,貧しい生活を送っている。,I'm living a poor life.,,adjective,,high,LHHL
voc2033,貧富,ひんぷ,k0596,hinpu,rich and poor,abstract,N3,貧富の差が広がっている。,The gap between rich and poor is widening.,,noun,,medium,LHL
voc2034,貧困,ひんこん,k0596,hinkon,poverty,abstract,N3,貧困問題を解決したい。,I want to solve the poverty problem.,,noun,,high,LHHL
voc2035,怒る,おこる,k0597,okoru,to get angry,feeling,N3,遅刻したので怒られた。,I was scolded for being late.,,verb,,very high,LHL
voc2036,怒り,いかり,k0597,ikari,anger; rage,feeling,N3,怒りを抑えることが大切だ。,It is important to suppress anger.,,noun,,very high,LHL
voc2037,激怒,げきど,k0597,gekido,furious anger,feeling,N3,不公平な扱いに激怒した。,I was furious at the unfair treatment.,,noun,,medium,LHL
voc2038,祖父,そふ,k0598,sofu,grandfather,people,N3,祖父は八十歳だ。,My grandfather is eighty years old.,,noun,,very high,LH
voc2039,祖母,そぼ,k0598,sobo,grandmother,people,N3,祖母の手料理が大好きだ。,I love my grandmother's home cooking.,,noun,,very high,LH
voc2040,祖先,そせん,k0598,sosen,ancestor; forebear,people,N3,祖先の歴史を調べた。,I researched my ancestors' history.,,noun,,high,LHL
voc2041,杯,はい,k0599,hai,cup; glass (counter),object,N3,お茶を一杯どうぞ。,Please have a cup of tea.,,noun,,very high,H
voc2042,乾杯,かんぱい,k0599,kanpai,toast; cheers,action,N3,乾杯しましょう！,Let's toast!,,noun,,very high,LHL
voc2043,一杯,いっぱい,k0599,ippai,one cup; full; a lot,abstract,N3,コーヒーを一杯ください。,Please give me one cup of coffee.,,noun,,very high,LHL
voc2044,疲れる,つかれる,k0600,tsukareru,to get tired,feeling,N3,仕事で疲れた。,I got tired from work.,,verb,,very high,LHHL
voc2045,疲労,ひろう,k0600,hiro,fatigue; exhaustion,health,N3,疲労が蓄積している。,Fatigue is accumulating.,,noun,,very high,LHL
voc2046,疲れ果てる,つかれはてる,k0600,tsukarehiteru,to be utterly exhausted,feeling,N3,走り続けて疲れ果てた。,I ran continuously and was utterly exhausted.,,verb,,medium,LHHHHHL
voc2047,皆,みな,k0601,mina,everyone; all,people,N3,皆さん、おはようございます。,Good morning everyone.,,noun,,very high,LH
voc2048,皆さん,みなさん,k0601,minasan,everyone (polite),people,N3,皆さんのおかげで成功した。,It succeeded thanks to everyone.,,noun,,very high,LHHL
voc2049,皆様,みなさま,k0601,minasama,everyone (very polite),people,N3,皆様にご連絡申し上げます。,I am informing everyone.,,noun,,high,LHHL
voc2050,腹,はら,k0602,hara,stomach; belly,body,N3,腹が減った。,I'm hungry.,,noun,,very high,LH
voc2051,お腹,おなか,k0602,onaka,stomach; belly (polite),body,N3,お腹が痛い。,My stomach hurts.,,noun,,very high,LHL
voc2052,腹立たしい,はらだたしい,k0602,haradatashii,irritating; vexing,feeling,N3,腹立たしい出来事があった。,An irritating event occurred.,,adjective,,medium,LHHHHHL
voc2053,煙,けむり,k0603,kemuri,smoke,nature,N3,煙が目に入った。,Smoke got in my eyes.,,noun,,very high,LHL
voc2054,煙草,たばこ,k0603,tabako,cigarette; tobacco,object,N3,煙草を吸わないようにしている。,I try not to smoke cigarettes.,,noun,,very high,LHL
voc2055,排煙,はいえん,k0603,haien,smoke exhaust,nature,N3,工場の排煙が問題だ。,Factory smoke exhaust is a problem.,,noun,,medium,LHL
voc2056,眠る,ねむる,k0604,nemuru,to sleep; to slumber,action,N3,赤ちゃんが眠っている。,The baby is sleeping.,,verb,,very high,LHL
voc2057,眠い,ねむい,k0604,nemui,sleepy,feeling,N3,授業中に眠くなった。,I got sleepy during class.,,adjective,,very high,LHL
voc2058,睡眠,すいみん,k0604,suimin,sleep,health,N3,十分な睡眠が大切だ。,Sufficient sleep is important.,,noun,,very high,LHHL
voc2059,怖い,こわい,k0605,kowai,scary; frightening,feeling,N3,暗い道が怖い。,I'm afraid of dark roads.,,adjective,,very high,LHL
voc2060,怖がる,こわがる,k0605,kowagaru,to be scared of; to fear,feeling,N3,犬を怖がっている。,I'm scared of dogs.,,verb,,high,LHHL
voc2061,恐怖,きょうふ,k0605,kyofu,fear; terror,feeling,N3,高所恐怖症がある。,I have a fear of heights.,,noun,,high,LHL
voc2062,頂上,ちょうじょう,k0606,chojo,summit; top,place,N3,山の頂上から眺めた。,I gazed from the mountain summit.,,noun,,very high,LHHL
voc2063,頂く,いただく,k0606,itadaku,to receive (humble); to eat,action,N3,プレゼントを頂いた。,I received a present.,,verb,,very high,LHHL
voc2064,山頂,さんちょう,k0606,sancho,mountain summit,place,N3,山頂からの眺めが素晴らしい。,The view from the mountain summit is wonderful.,,noun,,high,LHHL
voc2065,晩,ばん,k0607,ban,evening; night,time,N3,今晩は何を食べますか？,What will you eat tonight?,,noun,,very high,H
voc2066,今晩,こんばん,k0607,konban,this evening; tonight,time,N3,今晩一緒に食事しませんか？,Shall we have dinner together tonight?,,noun,,very high,LHL
voc2067,晩ご飯,ばんごはん,k0607,bangohan,dinner; evening meal,food,N3,晩ご飯を作った。,I made dinner.,,noun,,very high,LHHL
voc2068,髪,かみ,k0608,kami,hair (on head),body,N3,髪を切った。,I got a haircut.,,noun,,very high,LH
voc2069,髪型,かみがた,k0608,kamigata,hairstyle,body,N3,新しい髪型にした。,I got a new hairstyle.,,noun,,very high,LHHL
voc2070,長髪,ちょうはつ,k0608,chohatsu,long hair,body,N3,長髪を短くした。,I cut my long hair short.,,noun,,medium,LHHL
voc2071,忙しい,いそがしい,k0609,isogashii,busy,description,N3,毎日忙しくて大変だ。,I'm busy every day and it's tough.,,adjective,,very high,LHHHL
voc2072,多忙,たぼう,k0609,tabo,very busy,abstract,N3,多忙な日々が続いている。,Very busy days continue.,,noun,,medium,LHL
voc2073,繁忙,はんぼう,k0609,hanbo,busy period; rush,abstract,N3,年末は繁忙期だ。,Year-end is a busy season.,,noun,,medium,LHL
voc2074,靴,くつ,k0610,kutsu,shoes,object,N3,新しい靴を買った。,I bought new shoes.,,noun,,very high,LH
voc2075,靴下,くつした,k0610,kutsushita,socks,object,N3,靴下を洗った。,I washed the socks.,,noun,,very high,LHHL
voc2076,運動靴,うんどうぐつ,k0610,undogutsu,athletic shoes; sneakers,object,N3,運動靴を履いて走った。,I wore athletic shoes and ran.,,noun,,high,LHHHL
voc2077,恥ずかしい,はずかしい,k0611,hazukashii,embarrassing; shy,feeling,N3,人前で失敗して恥ずかしかった。,I was embarrassed to fail in front of others.,,adjective,,very high,LHHHHL
voc2078,恥,はじ,k0611,haji,shame; disgrace,feeling,N3,恥をかかせないでください。,Please don't embarrass me.,,noun,,high,LH
voc2079,破廉恥,はれんち,k0611,harenchi,shameless; indecent,feeling,N3,破廉恥な行為は許されない。,Shameless acts are not permitted.,,adjective,,low,LHHL
voc2080,偶然,ぐうぜん,k0612,guzen,coincidence; by chance,abstract,N3,偶然昔の友人に会った。,I met an old friend by chance.,,noun,,very high,LHHL
voc2081,偶数,ぐうすう,k0612,gusuu,even number,abstract,N3,偶数と奇数に分けた。,I divided into even and odd numbers.,,noun,,medium,LHHL
voc2082,偶像,ぐうぞう,k0612,guzo,idol; image,abstract,N3,偶像崇拝は宗教的問題だ。,Idol worship is a religious issue.,,noun,,low,LHHL
voc2083,偉い,えらい,k0613,erai,great; superior,description,N3,彼は本当に偉い人だ。,He is truly a great person.,,adjective,,very high,LHL
voc2084,偉大,いだい,k0613,idai,great; magnificent,abstract,N3,偉大な功績を残した。,He left great achievements.,,adjective,,high,LHL
voc2085,偉人,いじん,k0613,ijin,great person; historical figure,people,N3,歴史上の偉人について学んだ。,I learned about historical figures.,,noun,,medium,LHL
voc2086,猫,ねこ,k0614,neko,cat,nature,N3,猫が窓の外を見ている。,The cat is looking out the window.,,noun,,very high,LH
voc2087,野良猫,のらねこ,k0614,noraneko,stray cat,nature,N3,野良猫に餌をあげた。,I fed the stray cat.,,noun,,high,LHHL
voc2088,猫背,ねこぜ,k0614,nekoze,hunched back,body,N3,猫背にならないよう注意した。,I was careful not to hunch my back.,,noun,,medium,LHL
voc2089,掛ける,かける,k0615,kakeru,to hang; to put on,action,N3,壁に絵を掛けた。,I hung a picture on the wall.,,verb,,very high,LHL
voc2090,声を掛ける,こえをかける,k0615,koe wo kakeru,to speak to; to call out to,action,N3,困っている人に声を掛けた。,I spoke to someone who was in trouble.,,expression,,very high,LHLHL
voc2091,掛け算,かけざん,k0615,kakezan,multiplication,education,N3,掛け算の練習をした。,I practiced multiplication.,,noun,,high,LHHL
voc2092,幾つ,いくつ,k0616,ikutsu,how many; how old,abstract,N3,りんごは幾つありますか？,How many apples are there?,,noun,,very high,LHL
voc2093,幾ら,いくら,k0616,ikura,how much,abstract,N3,これは幾らですか？,How much is this?,,noun,,very high,LHL
voc2094,幾度,いくど,k0616,ikudo,how many times; how often,abstract,N3,幾度も試したが失敗した。,I tried many times but failed.,,noun,,medium,LHL
